vmID,Read_Iops,Write_Iops,Read_Latency,Write_Latency,Memory,CPU_Cores,Location,B&R_Location,Cloud_%,OnPrem_%,Reliability_%,Cost_$,Policy_Num
VM-3,47,8,300,267,2048,11,Washington,Utah,64,36,65,11696,1
VM-4,31,16,248,210,1024,14,Arkansas,Arkansas,76,24,68,13003,1
VM-1,21,31,294,266,3072,8,Wyoming,Vermont,18,82,51,14161,1
VM-6,32,44,266,277,3072,10,Oregon,South Dakota,4,96,68,17730,1
VM-5,19,40,250,295,2048,2,West Virginia,Missouri,87,13,68,10334,1
VM-2,27,42,209,265,2048,8,Idaho,Alabama,2,98,56,14696,1
VM-5,14,32,287,217,2048,14,Illinois,Alabama,72,28,65,11052,1
VM-6,8,16,272,300,2048,9,Utah,Colorado,71,29,53,16436,1
VM-4,5,32,240,257,2048,6,Oklahoma,Georgia,8,92,63,16293,1
VM-10,8,27,217,282,3072,1,Rhode Island,Alabama,43,57,62,19840,1
VM-7,22,10,281,254,3072,10,Oregon,Alabama,67,33,52,17880,1
VM-9,41,11,298,269,2048,2,Montana,Nebraska,13,87,59,11194,1
VM-3,3,43,207,229,1024,5,Wisconsin,Idaho,27,73,56,18912,1
VM-6,29,24,235,287,3072,5,Oregon,New Hampshire,72,28,52,12535,1
VM-4,19,30,293,288,2048,8,Montana,Montana,73,27,55,10655,1
VM-6,40,2,259,237,3072,9,Arkansas,Hawaii,75,25,65,10822,1
VM-10,3,43,253,218,2048,2,West Virginia,Ohio,94,6,50,15777,1
VM-7,36,38,270,214,2048,15,Alaska,Ohio,89,11,68,19593,1
VM-8,20,17,298,255,2048,11,Mississippi,Texas,24,76,55,12814,1
VM-10,9,11,226,252,2048,5,New Mexico,Illinois,49,51,56,19334,1
VM-1,50,38,260,219,2048,5,Florida,Virginia,2,98,50,17455,1
VM-7,33,40,282,274,3072,8,Utah,Washington,50,50,58,14105,1
VM-7,41,15,201,249,3072,6,Massachusetts,Montana,22,78,62,17474,1
VM-9,12,17,284,238,3072,11,North Carolina,Arkansas,6,94,68,18459,1
VM-10,1,21,284,264,3072,13,Illinois,Wisconsin,35,65,50,11585,1
VM-9,11,19,233,218,1024,3,Illinois,New Hampshire,92,8,59,11958,1
VM-5,38,43,279,256,2048,5,Massachusetts,Hawaii,82,18,50,17911,1
VM-7,31,12,245,290,3072,2,New Mexico,Michigan,27,73,63,14829,1
VM-5,6,35,238,273,3072,3,South Carolina,Vermont,90,10,61,17586,1
VM-3,44,29,262,205,3072,11,North Dakota,South Dakota,46,54,52,14599,1
VM-7,15,1,268,258,2048,12,New Mexico,Tennessee,28,72,60,18653,1
VM-9,27,26,211,270,2048,8,Wyoming,Nebraska,78,22,67,15421,1
VM-3,36,27,282,297,3072,12,Hawaii,Vermont,82,18,53,14152,1
VM-7,45,7,276,231,2048,11,Virginia,Hawaii,60,40,59,18607,1
VM-6,43,31,299,204,1024,12,Kentucky,Mississippi,55,45,60,11112,1
VM-9,2,30,222,247,2048,5,Vermont,Kentucky,54,46,66,13601,1
VM-4,45,39,232,226,2048,5,Washington,Massachusetts,45,55,67,15829,1
VM-2,35,7,250,224,3072,13,Michigan,Tennessee,95,5,58,10628,1
VM-10,2,22,235,297,1024,13,Illinois,New Hampshire,88,12,56,15939,1
VM-9,30,35,266,290,1024,1,Massachusetts,New Hampshire,70,30,61,16185,1
VM-9,44,29,234,289,3072,6,Ohio,South Carolina,36,64,66,15540,1
VM-9,30,10,248,273,2048,10,Iowa,Missouri,13,87,62,14512,1
VM-9,45,15,255,229,3072,13,Mississippi,Maryland,42,58,66,19396,1
VM-4,21,4,222,267,3072,3,Indiana,South Carolina,34,66,50,10612,1
VM-3,37,13,290,295,2048,12,Louisiana,Arizona,30,70,70,16232,1
VM-9,37,48,268,258,3072,13,Minnesota,Iowa,95,5,70,16067,1
VM-10,41,14,251,223,1024,14,West Virginia,North Dakota,47,53,67,18570,1
VM-6,22,22,242,239,3072,9,New Mexico,New Mexico,4,96,60,15270,1
VM-9,25,48,283,264,1024,15,Delaware,Pennsylvania,26,74,66,19451,1
VM-5,15,7,292,292,2048,10,Maine,Nebraska,6,94,53,10424,1
VM-8,14,44,217,273,1024,5,Arkansas,Illinois,30,70,62,15825,1
VM-1,26,24,257,289,1024,8,Hawaii,Virginia,61,39,59,16807,1
VM-1,36,12,300,270,2048,3,Wyoming,Colorado,24,76,61,15102,1
VM-7,9,29,221,300,1024,1,Oregon,Georgia,91,9,54,15047,1
VM-3,6,17,273,286,3072,4,South Dakota,New York,43,57,58,18307,1
VM-4,19,50,242,209,2048,13,Kansas,South Dakota,13,87,70,14224,1
VM-9,2,5,252,284,3072,14,Connecticut,Mississippi,56,44,53,13814,1
VM-10,2,4,212,216,2048,11,Maine,Tennessee,39,61,56,15109,1
VM-1,20,48,248,228,1024,5,West Virginia,Maine,64,36,52,16687,1
VM-7,37,38,214,209,1024,6,Arizona,Arizona,75,25,55,11685,1
VM-7,23,34,237,219,1024,11,Alabama,South Carolina,31,69,53,17816,1
VM-4,2,35,210,240,2048,9,Alaska,Arkansas,45,55,63,17965,1
VM-6,22,43,214,216,1024,9,New Hampshire,North Carolina,59,41,62,17807,1
VM-8,4,13,202,242,3072,7,South Dakota,New Hampshire,33,67,65,16035,1
VM-10,22,47,269,229,2048,14,Maine,Mississippi,5,95,57,11440,1
VM-3,24,7,296,213,3072,9,Texas,Wisconsin,88,12,66,19564,1
VM-10,35,40,244,263,2048,2,Wisconsin,California,36,64,64,14554,1
VM-7,3,34,292,251,3072,9,Maine,Nebraska,50,50,53,14224,1
VM-4,32,18,295,255,3072,11,Idaho,Washington,44,56,57,17652,1
VM-5,10,43,203,259,1024,12,West Virginia,Rhode Island,72,28,70,11122,1
VM-2,11,49,257,294,3072,11,Georgia,Louisiana,6,94,53,13755,1
VM-6,4,13,240,227,3072,9,North Dakota,Oklahoma,7,93,55,14942,1
VM-4,49,31,215,240,2048,13,Nevada,Wyoming,72,28,64,18791,1
VM-2,36,19,262,275,3072,3,Wisconsin,Tennessee,74,26,59,19191,1
VM-3,47,4,298,233,1024,10,Montana,Iowa,98,2,53,10755,1
VM-4,6,3,279,205,2048,12,Indiana,Michigan,28,72,57,10317,1
VM-1,17,47,271,270,3072,5,Louisiana,Georgia,26,74,53,13991,1
VM-3,13,5,241,253,2048,5,Ohio,Indiana,24,76,51,16174,1
VM-1,49,31,279,200,2048,13,Hawaii,Michigan,70,30,62,12148,1
VM-9,21,43,261,204,3072,15,California,North Carolina,20,80,58,11663,1
VM-7,34,14,220,288,3072,5,Maine,California,85,15,55,17583,1
VM-4,3,21,220,270,3072,9,North Dakota,Indiana,66,34,68,19898,1
VM-10,21,28,243,259,2048,3,Minnesota,Louisiana,20,80,56,16886,1
VM-2,47,32,209,224,2048,7,Wisconsin,Louisiana,21,79,57,15336,1
VM-1,24,39,245,207,3072,7,Nebraska,Kansas,37,63,62,14676,1
VM-10,47,10,259,246,2048,3,Utah,Maryland,28,72,62,11132,1
VM-10,24,50,203,280,2048,10,New Mexico,Indiana,84,16,51,17830,1
VM-10,8,38,288,252,3072,7,Nebraska,Maine,93,7,70,16500,1
VM-4,1,17,293,215,3072,5,Ohio,Mississippi,73,27,58,15082,1
VM-5,5,31,262,257,1024,5,Maryland,Maryland,64,36,59,14237,1
VM-7,19,40,203,279,1024,15,New Mexico,Massachusetts,67,33,64,17815,1
VM-5,11,24,221,257,2048,3,California,Arizona,20,80,52,19562,1
VM-7,7,39,254,237,2048,4,Maryland,Kansas,49,51,52,11681,1
VM-9,34,38,267,264,2048,4,Missouri,Texas,22,78,62,15843,1
VM-10,7,11,298,251,2048,4,Maine,South Carolina,18,82,68,15057,1
VM-4,21,40,299,248,2048,5,Utah,Alaska,75,25,67,10772,1
VM-9,23,17,204,241,2048,7,Florida,Maryland,25,75,57,13369,1
VM-9,6,37,241,259,2048,10,Wisconsin,Virginia,89,11,65,15961,1
VM-4,41,7,261,215,1024,7,New York,Alaska,42,58,60,14808,1
VM-2,47,47,287,245,2048,8,Missouri,Indiana,3,97,64,19430,1
VM-9,38,26,220,250,2048,1,Arkansas,Virginia,47,53,60,10864,1
VM-9,41,35,223,263,3072,13,New York,Arizona,4,96,70,17141,1
VM-7,31,13,296,296,3072,4,North Carolina,Oklahoma,23,77,61,10204,1
VM-7,47,8,222,268,2048,11,Iowa,Mississippi,1,99,51,14220,1
VM-1,15,43,275,241,1024,4,Mississippi,Nevada,99,1,53,16455,1
VM-10,38,35,219,210,1024,6,Idaho,Georgia,81,19,53,14487,1
VM-10,34,33,213,233,2048,14,Hawaii,Idaho,54,46,55,18586,1
VM-9,11,13,290,216,2048,6,Utah,Florida,45,55,56,15384,1
VM-1,43,39,285,250,1024,11,Washington,Virginia,77,23,66,16890,1
VM-4,12,12,201,287,2048,14,Minnesota,California,12,88,70,11806,1
VM-1,16,41,209,256,3072,9,Utah,Nebraska,7,93,53,15215,1
VM-4,24,34,238,213,1024,1,Tennessee,Louisiana,76,24,69,14961,1
VM-5,39,42,267,264,2048,4,Wisconsin,West Virginia,29,71,65,14426,1
VM-7,33,25,279,233,3072,6,Nebraska,Florida,9,91,54,11091,1
VM-10,48,34,284,219,2048,8,Kentucky,Mississippi,45,55,56,16789,1
VM-5,47,26,282,233,1024,5,Delaware,West Virginia,56,44,57,19720,1
VM-4,21,12,207,240,2048,1,Massachusetts,Delaware,37,63,69,15535,1
VM-6,5,43,290,208,2048,4,California,North Dakota,29,71,51,14870,1
VM-2,34,27,256,205,3072,6,Michigan,New Jersey,51,49,57,14899,1
VM-10,1,1,262,269,3072,6,Illinois,Wyoming,80,20,66,16306,1
VM-10,28,41,205,204,3072,6,Iowa,Ohio,26,74,62,10380,1
VM-4,37,10,269,203,1024,13,Massachusetts,Vermont,39,61,52,19881,1
VM-10,14,13,285,238,1024,6,Mississippi,Nevada,47,53,50,12884,1
VM-4,39,25,280,212,2048,5,New Hampshire,West Virginia,64,36,54,12261,1
VM-2,15,3,210,251,2048,14,South Carolina,Indiana,53,47,66,14889,1
VM-7,10,44,218,273,1024,14,New Jersey,Rhode Island,55,45,53,10971,1
VM-9,50,16,272,297,1024,3,Oregon,Arkansas,13,87,63,12741,1
VM-3,23,47,238,281,3072,1,Maryland,Virginia,67,33,55,17928,1
VM-9,37,18,205,253,2048,5,Kansas,Mississippi,1,99,67,18794,1
VM-10,50,14,206,233,3072,13,Pennsylvania,Wisconsin,36,64,55,14360,1
VM-8,39,35,250,223,2048,12,New Jersey,Utah,80,20,67,18349,1
VM-6,7,8,273,249,1024,6,California,Georgia,36,64,57,17367,1
VM-3,2,45,255,291,2048,6,Hawaii,West Virginia,49,51,65,11952,1
VM-3,2,12,243,292,2048,9,Michigan,Montana,1,99,69,18179,1
VM-3,32,45,203,212,3072,7,Virginia,Nebraska,40,60,65,15738,1
VM-4,18,49,262,291,1024,7,Maine,Colorado,76,24,65,17143,1
VM-4,9,18,280,274,1024,4,Wyoming,Maine,70,30,56,12087,1
VM-1,35,40,297,218,1024,12,New Jersey,Delaware,63,37,50,19544,1
VM-6,10,24,291,294,1024,8,Connecticut,Florida,35,65,64,17771,1
VM-5,17,32,220,281,2048,4,Maine,West Virginia,50,50,60,15599,1
VM-5,38,24,232,282,2048,6,Wyoming,Michigan,18,82,66,14749,1
VM-5,23,22,226,230,1024,11,Virginia,Virginia,73,27,63,17876,1
VM-10,30,26,257,236,1024,8,New Jersey,Kentucky,57,43,64,17116,1
VM-3,9,19,263,289,1024,5,Arkansas,Maine,50,50,60,15674,1
VM-4,37,45,291,277,2048,8,New Mexico,Georgia,56,44,61,17499,1
VM-6,35,27,204,230,3072,7,Texas,North Dakota,66,34,70,11257,1
VM-9,2,8,259,246,3072,11,New York,Wisconsin,56,44,58,14046,1
VM-3,6,12,283,300,2048,1,Washington,Wisconsin,16,84,65,15294,1
VM-1,15,10,267,261,1024,8,Alabama,California,3,97,52,17204,1
VM-8,4,3,280,237,1024,1,Florida,Louisiana,86,14,66,12491,1
VM-9,27,39,243,288,3072,1,New Jersey,Michigan,56,44,57,14565,1
VM-8,37,39,289,213,2048,8,Nebraska,Illinois,59,41,68,11130,1
VM-1,32,40,254,211,3072,11,Vermont,Maine,54,46,53,10042,1
VM-8,44,3,296,217,3072,11,Missouri,Kentucky,14,86,51,10100,1
VM-7,15,21,220,256,3072,7,West Virginia,Vermont,12,88,65,16259,1
VM-6,29,31,260,289,1024,14,Maine,Virginia,31,69,69,15841,1
VM-5,32,3,281,213,3072,6,Ohio,Missouri,94,6,67,13955,1
VM-6,11,34,296,275,3072,13,Nevada,Oregon,10,90,65,18196,1
VM-2,47,38,249,262,3072,8,Rhode Island,Ohio,33,67,65,10225,1
VM-2,35,42,282,248,2048,8,Alabama,Wisconsin,86,14,52,10412,1
VM-8,9,16,255,298,1024,10,South Dakota,Nebraska,65,35,62,11463,1
VM-3,22,32,250,286,1024,14,Indiana,Ohio,60,40,69,11626,1
VM-5,45,18,291,298,2048,5,Nebraska,Ohio,45,55,54,19969,1
VM-6,11,22,270,290,1024,9,Utah,Utah,74,26,66,16635,1
VM-5,3,24,252,237,2048,13,Missouri,Oklahoma,65,35,66,16675,1
VM-5,18,9,283,203,1024,12,Montana,Florida,27,73,69,18018,1
VM-7,34,34,270,257,1024,9,Louisiana,Vermont,27,73,67,13628,1
VM-10,41,36,217,212,3072,3,Ohio,Maryland,7,93,61,13568,1
VM-5,16,46,299,296,1024,13,Rhode Island,Arkansas,96,4,54,16971,1
VM-10,41,25,282,266,2048,4,New York,Maine,37,63,52,16242,1
VM-2,26,49,271,299,3072,12,Rhode Island,Washington,35,65,61,12281,1
VM-8,49,48,263,224,2048,11,New York,South Carolina,9,91,69,14221,1
VM-3,50,23,209,255,2048,12,Indiana,Illinois,26,74,55,13248,1
VM-3,30,4,293,279,1024,6,Delaware,Minnesota,11,89,69,16486,1
VM-3,47,33,296,281,1024,6,South Carolina,Iowa,65,35,59,11044,1
VM-6,23,39,279,271,3072,13,Utah,Rhode Island,10,90,67,18057,1
VM-4,14,36,218,240,1024,6,Arizona,Washington,98,2,64,10140,1
VM-8,41,29,246,225,2048,1,Louisiana,Pennsylvania,7,93,60,10135,1
VM-1,36,29,221,236,3072,14,Nebraska,Utah,28,72,62,17661,1
VM-6,36,49,242,207,3072,14,Indiana,Arkansas,24,76,67,19286,1
VM-10,4,8,215,267,2048,8,Kansas,Wisconsin,14,86,59,15459,1
VM-6,24,33,299,285,2048,5,Arizona,Pennsylvania,46,54,51,15820,1
VM-1,39,25,299,257,3072,2,South Carolina,New York,53,47,62,11703,1
VM-6,18,37,237,296,2048,14,Alabama,New Jersey,43,57,67,15186,1
VM-3,15,1,283,285,2048,4,Montana,Wisconsin,31,69,57,17299,1
VM-6,14,35,268,282,3072,2,Ohio,Michigan,66,34,59,16799,1
VM-4,45,41,272,282,3072,5,Utah,Florida,14,86,68,17554,1
VM-6,7,6,205,221,1024,10,West Virginia,Missouri,49,51,56,14912,1
VM-8,19,11,234,273,1024,6,Illinois,Pennsylvania,50,50,64,16780,1
VM-7,38,11,207,280,3072,15,Wyoming,Rhode Island,59,41,60,11668,1
VM-3,15,27,206,254,2048,3,Louisiana,Montana,3,97,64,17092,1
VM-10,41,50,232,254,3072,3,Arkansas,Maine,35,65,62,13799,1
VM-3,44,19,204,207,2048,1,New Mexico,Mississippi,16,84,62,15110,1
VM-6,49,27,246,229,2048,11,New York,Mississippi,15,85,68,13163,1
VM-8,3,8,247,218,3072,13,Washington,South Dakota,64,36,57,15682,1
VM-8,29,6,296,220,3072,6,California,New Jersey,80,20,64,10183,1
VM-4,41,25,210,288,1024,4,Washington,Vermont,19,81,52,10257,1
VM-1,35,23,235,245,3072,9,Mississippi,Indiana,77,23,70,18981,1
VM-2,45,30,285,241,3072,5,Wisconsin,Arizona,92,8,59,18437,1
VM-2,6,27,244,236,3072,7,Pennsylvania,Maine,43,57,66,11216,1
VM-5,14,5,289,290,2048,12,Montana,New Jersey,5,95,50,10361,1
VM-3,20,43,248,285,1024,4,Connecticut,Utah,98,2,54,19804,1
VM-8,7,17,213,224,3072,14,Vermont,Kansas,11,89,67,18869,1
VM-4,24,2,200,218,2048,8,Tennessee,Kansas,36,64,67,11152,1
VM-2,3,7,226,252,3072,3,Washington,Pennsylvania,47,53,54,15773,1
VM-6,35,2,284,208,3072,11,Texas,Wisconsin,58,42,68,13380,1
VM-8,12,20,245,206,1024,1,Vermont,Louisiana,91,9,56,11238,1
VM-7,44,44,266,300,1024,12,Georgia,Delaware,65,35,50,16764,1
VM-10,31,34,232,275,3072,6,Rhode Island,Idaho,11,89,59,17049,1
VM-10,15,44,290,266,2048,6,Connecticut,Massachusetts,27,73,55,15724,1
VM-2,14,26,238,217,1024,7,Illinois,Nebraska,84,16,64,15097,1
VM-10,49,42,211,271,3072,12,Hawaii,Alaska,52,48,60,13078,1
VM-2,38,44,295,280,2048,13,Hawaii,Pennsylvania,85,15,50,14284,1
VM-10,50,32,255,202,3072,14,North Dakota,California,65,35,69,15242,1
VM-1,10,25,275,271,3072,9,New York,Illinois,42,58,70,16201,1
VM-10,12,31,223,238,3072,1,South Dakota,Utah,61,39,58,19470,1
VM-8,18,42,289,300,2048,7,North Carolina,Maine,41,59,62,19369,1
VM-4,47,36,230,209,1024,5,Alabama,Idaho,17,83,61,11400,1
VM-6,30,30,215,205,1024,11,Nebraska,Oregon,41,59,62,13974,1
VM-7,27,9,295,234,3072,7,Vermont,Missouri,24,76,58,18887,1
VM-1,40,19,250,284,2048,7,South Dakota,Alabama,47,53,69,16053,1
VM-10,16,1,228,211,3072,4,South Dakota,Virginia,46,54,57,10076,1
VM-4,48,3,293,251,2048,5,Texas,Connecticut,69,31,67,15163,1
VM-1,34,29,229,266,3072,1,Idaho,Florida,52,48,63,19589,1
VM-10,27,18,203,228,3072,15,Nevada,Arkansas,46,54,52,13525,1
VM-3,30,37,274,232,2048,5,Idaho,Idaho,22,78,69,17360,1
VM-1,49,10,242,211,3072,4,Kentucky,Virginia,34,66,63,14804,1
VM-8,47,32,256,206,1024,15,West Virginia,Massachusetts,36,64,68,11621,1
VM-5,11,27,231,264,2048,15,Arizona,South Dakota,76,24,55,13031,1
VM-6,49,7,287,251,2048,7,Connecticut,North Carolina,69,31,64,11256,1
VM-5,42,9,272,260,3072,13,Mississippi,North Carolina,63,37,63,15542,1
VM-2,23,46,276,270,3072,3,Washington,Montana,88,12,66,15654,1
VM-6,43,38,213,274,2048,12,Iowa,North Dakota,64,36,58,15211,1
VM-4,5,3,223,230,3072,12,Maine,Colorado,56,44,60,11547,1
VM-2,1,31,212,223,3072,2,Nevada,Maryland,41,59,58,17974,1
VM-9,46,38,259,273,1024,13,Ohio,Michigan,13,87,52,16909,1
VM-2,41,38,201,252,2048,3,California,Michigan,95,5,59,17917,1
VM-5,47,42,222,269,1024,1,Washington,Iowa,87,13,59,13069,1
VM-9,15,22,228,259,3072,3,Oklahoma,Wisconsin,62,38,70,10336,1
VM-3,9,15,235,283,1024,15,West Virginia,Tennessee,64,36,65,18757,1
VM-7,39,32,209,290,2048,2,Massachusetts,Wisconsin,35,65,63,19234,1
VM-4,44,16,291,214,2048,12,Georgia,Idaho,16,84,61,19669,1
VM-5,49,46,290,238,3072,10,South Carolina,New York,26,74,58,11613,1
VM-10,12,34,218,249,3072,1,South Dakota,Kansas,25,75,53,19014,1
VM-5,11,19,251,294,3072,9,Montana,Florida,89,11,58,19520,1
VM-4,3,36,220,224,3072,7,Kentucky,Nebraska,30,70,65,18539,1
VM-2,7,33,278,200,3072,11,North Carolina,New Hampshire,23,77,58,19022,1
VM-4,46,5,271,252,3072,11,Indiana,Alabama,28,72,55,15781,1
VM-5,28,2,239,293,1024,9,Arizona,Iowa,73,27,61,15062,1
VM-10,25,28,236,287,2048,6,Louisiana,Iowa,44,56,67,11776,1
VM-10,9,30,215,217,1024,10,Wyoming,Colorado,22,78,55,18835,1
VM-8,25,28,249,265,1024,2,Vermont,Washington,34,66,69,15910,1
VM-4,47,27,294,292,3072,2,Nevada,Kentucky,67,33,64,17426,1
VM-7,46,39,291,227,1024,15,Massachusetts,Texas,29,71,57,14057,1
VM-7,42,46,247,270,1024,10,Maryland,Indiana,7,93,57,13653,1
VM-8,7,24,205,240,3072,13,North Carolina,Vermont,22,78,65,16945,1
VM-5,44,36,214,269,1024,3,Idaho,Vermont,94,6,56,17048,1
VM-6,35,35,208,296,2048,13,Nebraska,Illinois,56,44,51,10908,1
VM-3,16,18,260,222,1024,15,Illinois,Utah,40,60,54,17706,1
VM-10,32,49,264,287,3072,4,Alabama,Delaware,85,15,63,17453,1
VM-4,17,9,221,279,1024,12,Illinois,Wyoming,27,73,69,14974,1
VM-7,29,15,200,287,2048,4,Tennessee,Texas,11,89,66,12320,1
VM-1,16,43,251,264,1024,14,West Virginia,Minnesota,24,76,63,17621,1
VM-2,5,36,239,263,2048,2,Ohio,Michigan,76,24,63,14355,1
VM-9,14,41,229,286,1024,11,Kansas,New Jersey,58,42,57,18730,1
VM-5,44,24,281,294,1024,15,Texas,South Dakota,40,60,55,14756,1
VM-4,24,21,286,209,1024,4,Kentucky,Washington,9,91,54,10429,1
VM-7,32,12,225,239,2048,3,Ohio,Virginia,62,38,64,15913,1
VM-3,39,30,207,265,3072,8,Indiana,Arkansas,20,80,69,11341,1
VM-4,5,36,285,202,2048,4,Maryland,Connecticut,71,29,50,11884,1
VM-5,5,1,288,243,3072,3,Delaware,California,7,93,66,11623,1
VM-4,9,7,257,250,1024,4,Virginia,Idaho,13,87,70,13125,1
VM-5,28,3,283,289,1024,12,Ohio,Alaska,30,70,67,10072,1
VM-6,50,5,208,220,1024,1,New York,Maryland,63,37,50,19115,1
VM-7,28,11,219,246,2048,4,Louisiana,Texas,49,51,52,18747,1
VM-7,6,49,272,214,2048,5,Iowa,Pennsylvania,52,48,57,17356,1
VM-6,11,50,225,214,1024,3,Delaware,Utah,57,43,60,14208,1
VM-3,25,23,300,204,2048,5,Delaware,Vermont,43,57,56,10048,1
VM-8,42,6,219,261,1024,3,Nebraska,Wisconsin,92,8,56,19629,1
VM-4,32,7,283,263,2048,3,New York,Arkansas,89,11,51,16443,1
VM-5,50,5,227,209,1024,1,Washington,Connecticut,94,6,60,11316,1
VM-5,36,23,294,292,1024,4,Colorado,Missouri,4,96,51,16441,1
VM-1,19,27,222,223,3072,2,Rhode Island,Idaho,46,54,56,12671,1
VM-6,19,43,274,236,2048,4,South Dakota,Alabama,23,77,62,11159,1
VM-7,34,50,283,248,3072,9,Montana,West Virginia,35,65,55,13898,1
VM-2,21,29,280,272,1024,13,Vermont,Delaware,75,25,59,10834,1
VM-8,40,36,278,233,2048,11,Montana,Vermont,94,6,50,13285,1
VM-7,26,50,252,243,2048,9,Maine,Texas,50,50,65,12273,1
VM-3,35,42,248,236,3072,7,Michigan,Hawaii,72,28,65,19372,1
VM-3,42,33,262,278,2048,10,Mississippi,Texas,27,73,65,10465,1
VM-1,33,40,225,264,2048,6,Utah,Wisconsin,16,84,54,14214,1
VM-2,18,49,227,300,2048,14,West Virginia,Montana,56,44,69,13857,1
VM-4,13,29,283,263,1024,1,Maryland,Kansas,76,24,57,13869,1
VM-1,11,3,243,269,1024,9,Florida,New York,46,54,59,10501,1
VM-1,23,9,225,267,2048,1,Iowa,North Carolina,16,84,55,18757,1
VM-10,34,14,282,288,3072,1,Rhode Island,West Virginia,49,51,51,16779,1
VM-7,19,32,261,236,3072,15,Indiana,Ohio,42,58,62,19532,1
VM-6,49,35,274,208,3072,5,Vermont,Florida,7,93,67,15189,1
VM-9,17,50,238,264,1024,10,Alabama,Nevada,1,99,63,16341,1
VM-5,6,43,283,227,3072,14,Delaware,Nevada,87,13,69,11012,1
VM-7,20,21,206,271,1024,7,Delaware,Delaware,74,26,62,12844,1
VM-8,23,29,285,211,1024,7,Washington,Maryland,18,82,53,10488,1
VM-8,48,17,266,210,3072,4,Virginia,Kentucky,75,25,67,12893,1
VM-1,16,17,233,240,3072,3,Nevada,Arizona,8,92,60,19879,1
VM-2,31,43,257,209,3072,11,Colorado,Michigan,31,69,50,12947,1
VM-1,22,18,246,235,2048,15,Vermont,Oregon,35,65,59,12631,1
VM-5,28,15,250,241,2048,11,Colorado,Iowa,37,63,67,15170,1
VM-8,25,22,289,244,2048,10,Virginia,Wyoming,17,83,51,10048,1
VM-5,35,27,278,284,2048,5,Pennsylvania,Indiana,16,84,58,12085,1
VM-9,38,30,290,260,1024,8,North Carolina,Kansas,13,87,56,11481,1
VM-7,14,28,266,210,2048,10,New York,New Mexico,6,94,59,10589,1
VM-9,7,43,249,253,2048,7,Massachusetts,Missouri,28,72,52,18856,1
VM-1,11,45,203,295,3072,5,New York,Rhode Island,60,40,63,11871,1
VM-10,29,42,232,220,2048,2,Arkansas,Maryland,83,17,51,14520,1
VM-10,27,32,233,227,3072,1,Mississippi,Washington,90,10,60,18432,1
VM-3,7,41,229,205,1024,3,Utah,New Mexico,78,22,55,13336,1
VM-5,31,25,241,275,1024,3,Mississippi,New Jersey,44,56,62,16443,1
VM-6,25,38,294,296,3072,15,Alaska,Virginia,13,87,70,17913,1
VM-9,28,35,226,240,1024,5,Oklahoma,Texas,75,25,70,19713,1
VM-10,47,24,219,291,1024,9,Washington,Virginia,47,53,62,10450,1
VM-6,20,10,269,209,2048,6,South Carolina,Delaware,35,65,53,18900,1
VM-7,37,24,207,269,1024,15,Ohio,Indiana,99,1,66,12165,1
VM-8,8,36,277,277,1024,3,New Hampshire,Minnesota,56,44,54,19235,1
VM-4,1,8,279,298,2048,15,Virginia,Nebraska,24,76,50,11699,1
VM-6,23,28,223,280,1024,9,New Mexico,Connecticut,38,62,63,10325,1
VM-10,9,35,203,215,1024,3,New Hampshire,New York,30,70,58,18267,1
VM-2,15,28,250,299,3072,11,Vermont,New Jersey,80,20,56,13841,1
VM-4,41,37,240,220,1024,7,Arkansas,Michigan,43,57,60,10900,1
VM-10,16,10,254,293,1024,6,Missouri,Nebraska,37,63,63,15258,1
VM-5,11,47,230,212,3072,9,Michigan,Arizona,10,90,61,11097,1
VM-4,30,40,276,209,2048,3,South Dakota,Indiana,72,28,63,10076,1
VM-5,49,22,255,229,1024,3,Kansas,Kentucky,49,51,55,12412,1
VM-6,31,33,231,270,3072,3,Kentucky,Florida,44,56,53,11808,1
VM-10,24,1,205,221,2048,12,Oregon,New Jersey,12,88,53,12963,1
VM-8,32,31,206,255,3072,3,Tennessee,Pennsylvania,66,34,70,12463,1
VM-5,22,36,298,259,2048,14,Florida,West Virginia,53,47,62,16558,1
VM-1,1,45,255,247,3072,2,Oklahoma,Arkansas,6,94,64,16083,1
VM-6,30,3,201,201,3072,4,Missouri,West Virginia,67,33,66,17064,1
VM-1,42,13,235,241,2048,15,Virginia,Oregon,55,45,63,17225,1
VM-3,43,3,271,249,1024,2,Washington,Alabama,1,99,59,14706,1
VM-9,8,18,252,204,1024,8,North Carolina,Colorado,87,13,62,13189,1
VM-2,9,22,238,284,1024,6,New York,Delaware,4,96,66,15410,1
VM-9,16,30,226,265,3072,7,Wisconsin,Mississippi,60,40,64,19554,1
VM-9,9,22,204,251,3072,11,Arizona,Arizona,59,41,70,13509,1
VM-2,1,8,214,265,1024,11,South Dakota,Connecticut,84,16,67,17615,1
VM-2,30,33,295,234,3072,14,Nebraska,Delaware,37,63,66,17727,1
VM-7,38,33,226,219,3072,2,Maryland,Missouri,64,36,50,12063,1
VM-7,47,1,207,247,2048,11,New York,Indiana,69,31,67,12183,1
VM-2,38,12,210,204,1024,1,Indiana,New Mexico,30,70,55,14145,1
VM-2,22,21,226,208,3072,9,North Carolina,West Virginia,48,52,69,19181,1
VM-9,41,19,266,201,3072,14,Michigan,Pennsylvania,9,91,54,13097,1
